"predictions","NN_5","Activity","bin_NN"
"Positive",0.304597797721079,"Positive",4
"Positive",0.417802636159671,"Positive",4
"Positive",0.165053935771055,"Positive",2
"Positive",0.13981025543967,"Positive",1
"Positive",0.113310068905252,"Positive",1
"Negative",0.329839204434183,"Positive",4
"Positive",0.142981961211953,"Positive",1
"Positive",0.132043148616844,"Positive",1
"Positive",0.173801320634191,"Positive",2
"Positive",0.180259585452374,"Positive",2
"Positive",0.220071914361407,"Positive",3
"Positive",0.0880287657445628,"Positive",1
"Positive",0.180203029546726,"Positive",2
"Positive",0.220071914361407,"Positive",3
"Positive",0.30299921821588,"Positive",4
"Positive",0.116259404131612,"Positive",1
"Positive",0.161353615520033,"Positive",2
"Positive",0.0926851691742504,"Positive",1
"Positive",0.371236869204187,"Positive",4
"Positive",0.20201438800593,"Positive",2
"Positive",0.121714905076702,"Positive",1
"Positive",0.0753274924012352,"Positive",1
"Positive",0.202174055606754,"Positive",2
"Positive",0.23002723951761,"Positive",3
"Positive",0.291902276281802,"Positive",4
"Positive",0.245968145347537,"Positive",3
"Positive",0.231765366396251,"Positive",3
"Positive",0.282741733973961,"Positive",3
"Positive",0.326417905227356,"Positive",4
"Positive",0.320908672604058,"Positive",4
"Positive",0.366070443930017,"Positive",4
"Positive",0.121440137222564,"Positive",1
"Positive",0.212852320995921,"Positive",2
"Positive",0.157009129906829,"Positive",2
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.353181258422005,"Positive",4
"Positive",0.287288017834442,"Positive",3
"Positive",0.188633069452635,"Positive",2
"Positive",0.188633069452635,"Positive",2
"Positive",0.188633069452635,"Positive",2
"Positive",0.237021773133798,"Positive",3
"Positive",0.203740117523937,"Positive",2
"Positive",0.196053033940751,"Positive",2
"Positive",0.193198973859637,"Positive",2
"Positive",0.13173733340604,"Positive",1
"Positive",0.235404132333023,"Positive",3
"Positive",0.199071580786319,"Positive",2
"Positive",0.165053935771055,"Positive",2
"Positive",0.364206401670151,"Positive",4
"Positive",0.28987453495836,"Positive",4
"Positive",0.188633069452635,"Positive",2
"Positive",0.275661808158445,"Positive",3
"Positive",0.287288017834442,"Positive",3
"Positive",0.220723197030434,"Positive",3
"Positive",0.147153474330874,"Positive",2
"Positive",0.278470678307396,"Positive",3
"Positive",0.29425439840705,"Positive",4
"Positive",0.226898161124451,"Positive",3
"Positive",0.155614342993656,"Positive",2
"Positive",0.116718600750679,"Positive",1
"Positive",0.142099477630454,"Positive",1
"Positive",0.0969529665071907,"Positive",1
"Positive",0.215650893316273,"Positive",2
"Positive",0,"Positive",1
"Positive",0.220071914361407,"Positive",3
"Positive",0.256534623011769,"Positive",3
"Positive",0.203143305564376,"Positive",2
"Positive",0.0736053332711057,"Positive",1
"Positive",0.342146312292577,"Positive",4
"Positive",0.0829943162632832,"Positive",1
"Positive",0.140878826182206,"Positive",1
"Positive",0.194527388714069,"Positive",2
"Positive",0.215582871872618,"Positive",2
"Positive",0.241074235550854,"Positive",3
"Positive",0.137382988668475,"Positive",1
"Positive",0.110035957180703,"Positive",1
"Positive",0.176598458295333,"Positive",2
"Positive",0.299744455715935,"Positive",4
"Positive",0.157801905780623,"Positive",2
"Positive",0.165053935771055,"Positive",2
"Positive",0.196318889674363,"Positive",2
"Positive",0.307602115117751,"Positive",4
"Positive",0.230107057162535,"Positive",3
"Positive",0.252187507248329,"Positive",3
"Positive",0.143685157286041,"Positive",1
"Positive",0.103891790114618,"Positive",1
"Positive",0.125122282351579,"Positive",1
"Positive",0.1092905475942,"Positive",1
"Positive",0.182479327314261,"Positive",2
"Positive",0.151939169706946,"Positive",2
"Positive",0.38535030853188,"Positive",4
"Positive",0.158367103970152,"Positive",2
"Positive",0.265462491762909,"Positive",3
"Positive",0.173738662868302,"Positive",2
"Positive",0.179486836078929,"Positive",2
"Positive",0.284278024531805,"Positive",3
"Positive",0.150076023699172,"Positive",2
"Positive",0.169962687985591,"Positive",2
"Positive",0.238528474113679,"Positive",3
"Positive",0.315680750429401,"Positive",4
"Positive",0.304412253841566,"Positive",4
"Positive",0.224670803026301,"Positive",3
"Positive",0.106738312494908,"Positive",1
"Positive",0.0785952691158415,"Positive",1
"Positive",0.288529303781056,"Positive",4
"Positive",0.230526401591831,"Positive",3
"Positive",0.0753136180992886,"Positive",1
"Positive",0.219709218659176,"Positive",3
"Positive",0.281631299536795,"Positive",3
"Positive",0.122981131666755,"Positive",1
"Positive",0.204340412463805,"Positive",2
"Positive",0.159651695489239,"Positive",2
"Positive",0.224877628008465,"Positive",3
"Positive",0.337621660656402,"Positive",4
"Positive",0.263726342220554,"Positive",3
"Positive",0.234976489548005,"Positive",3
"Positive",0.226395920913764,"Positive",3
"Positive",0.123689396921146,"Positive",1
"Positive",0.349839722820968,"Positive",4
"Positive",0.258840370375035,"Positive",3
"Positive",0.153679040599701,"Positive",2
"Positive",0.137382988668475,"Positive",1
"Positive",0.137151916269459,"Positive",1
"Positive",0.130823318541151,"Positive",1
"Positive",0.158884300458226,"Positive",2
"Positive",0.222690064949447,"Positive",3
"Positive",0.138060322720094,"Positive",1
"Positive",0.104035141465302,"Positive",1
"Positive",0.284927352521806,"Positive",3
"Positive",0.130737348519204,"Positive",1
"Positive",0.134054298315653,"Positive",1
"Positive",0.287288017834442,"Positive",3
"Positive",0.211508638962024,"Positive",2
"Positive",0.0994371487807575,"Positive",1
"Positive",0.134117788566341,"Positive",1
"Positive",0.231813874654223,"Positive",3
"Positive",0.26680283187437,"Positive",3
"Positive",0.319144729351076,"Positive",4
"Positive",0.20114457627714,"Positive",2
"Positive",0.171938081750893,"Positive",2
"Positive",0.192327742438186,"Positive",2
"Positive",0.292386426063377,"Positive",4
"Positive",0.32388791042255,"Positive",4
"Positive",0.183920784138083,"Positive",2
"Positive",0.159023329269713,"Positive",2
"Positive",0.176006308419201,"Positive",2
"Positive",0.123889988153663,"Positive",1
"Positive",0.150906455562108,"Positive",2
"Positive",0.43815445961487,"Positive",4
"Positive",0.46150561982272,"Positive",4
"Positive",0.164051571540539,"Positive",2
"Positive",0.292516405420708,"Positive",4
"Positive",0.123136619045649,"Positive",1
"Positive",0.105634518893475,"Positive",1
"Positive",0.105634518893475,"Positive",1
"Positive",0.105634518893475,"Positive",1
"Positive",0.138396493400365,"Positive",1
"Positive",0.162579110522289,"Positive",2
"Positive",0.144167245078689,"Positive",1
"Positive",0.0691061379356413,"Positive",1
"Positive",0.191535116674983,"Positive",2
"Positive",0.203143305564376,"Positive",2
"Positive",0.24074257073236,"Positive",3
"Positive",0.266510532739274,"Positive",3
"Positive",0.488861746921214,"Positive",4
"Positive",0.455185832627069,"Positive",4
"Positive",0.190294110544601,"Positive",2
"Positive",0.104160811696412,"Positive",1
"Positive",0.140569852250487,"Positive",1
"Positive",0.208936966422029,"Positive",2
"Positive",0.182926456972678,"Positive",2
"Positive",0.284537136288393,"Positive",3
"Positive",0.190718743845043,"Positive",2
"Positive",0.111327358116787,"Positive",1
"Positive",0.122280264700955,"Positive",1
"Positive",0.12235694496137,"Positive",1
"Positive",0.429360209318777,"Positive",4
"Positive",0.440143828722814,"Positive",4
"Positive",0.440143828722814,"Positive",4
"Positive",0.146714609574271,"Positive",2
"Positive",0.130234432386811,"Positive",1
"Positive",0.119150291583024,"Positive",1
"Positive",0.357089770517339,"Positive",4
"Positive",0.225284236452209,"Positive",3
"Positive",0.330079384671057,"Positive",4
"Positive",0.155439894059138,"Positive",2
"Positive",0.14570613805978,"Positive",1
"Positive",0.166850761530693,"Positive",2
"Positive",0.374683508464675,"Positive",4
"Positive",0.287075874180769,"Positive",3
"Positive",0.335910657112667,"Positive",4
"Positive",0.171460738125699,"Positive",2
"Positive",0.205536144685763,"Positive",2
"Positive",0.217483341979259,"Positive",2
"Positive",0.227855023593575,"Positive",3
"Positive",0.161523622485684,"Positive",2
"Positive",0.178842701129173,"Positive",2
"Positive",0.221767211613379,"Positive",3
"Positive",0.184424782734336,"Positive",2
"Positive",0.231025612243527,"Positive",3
"Positive",0.199081502308294,"Positive",2
"Positive",0.194067512965185,"Positive",2
"Positive",0.232939169487301,"Positive",3
"Positive",0.137382988668475,"Positive",1
"Positive",0.332670891289861,"Positive",4
"Positive",0.203143305564376,"Positive",2
"Positive",0.0586858438297085,"Positive",1
"Positive",0.0743261175469842,"Positive",1
"Positive",0.346161436013438,"Positive",4
"Positive",0.264086297233688,"Positive",3
"Positive",0.244415373490462,"Positive",3
"Positive",0.264086297233688,"Positive",3
"Positive",0.264086297233688,"Positive",3
"Negative",0.204292801122826,"Positive",2
"Positive",0.264086297233688,"Positive",3
"Positive",0.264086297233688,"Positive",3
"Positive",0.253588001601328,"Positive",3
"Positive",0.264086297233688,"Positive",3
"Positive",0.306342105576454,"Positive",4
"Positive",0.146714609574271,"Positive",2
"Positive",0.219690837167514,"Positive",3
"Positive",0.172783222330702,"Positive",2
"Positive",0.244110341540291,"Positive",3
"Positive",0.0829943162632832,"Positive",1
"Positive",0.281439612921955,"Positive",3
"Positive",0.293429219148543,"Positive",4
"Positive",0.342206335391397,"Positive",4
"Positive",0.44787578422691,"Positive",4
"Positive",0.476704975875248,"Positive",4
"Positive",0.474657396970535,"Positive",4
"Positive",0.544887524701991,"Positive",4
"Positive",0.262168393054476,"Positive",3
"Positive",0.251069479038391,"Positive",3
"Positive",0.170203828605598,"Positive",2
"Positive",0.149044724303147,"Positive",2
"Positive",0.129320234366811,"Positive",1
"Positive",0.203805349937992,"Positive",2
"Positive",0.162252358021966,"Positive",2
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.132043148616844,"Positive",1
"Positive",0.220071914361407,"Positive",3
"Positive",0.27476597733695,"Positive",3
"Positive",0.32510183963142,"Positive",4
"Positive",0.21901905517664,"Positive",3
"Positive",0.0989846898490592,"Positive",1
"Positive",0.286321745579542,"Positive",3
"Positive",0.22959611098539,"Positive",3
"Positive",0.279382705671871,"Positive",3
"Positive",0.132043148616844,"Positive",1
"Positive",0.211066347547446,"Positive",2
"Positive",0.36845428341739,"Positive",4
"Positive",0.404925564530966,"Positive",4
"Positive",0.179300027739877,"Positive",2
"Positive",0.1408460251913,"Positive",1
"Positive",0.1408460251913,"Positive",1
"Positive",0.176057531489126,"Positive",2
"Positive",0.176057531489126,"Positive",2
"Positive",0.299608745243178,"Positive",4
"Positive",0.291577959557702,"Positive",4
"Positive",0.28719021758726,"Positive",3
"Positive",0.270323887762389,"Positive",3
"Positive",0.251980227485477,"Positive",3
"Positive",0.305154698342843,"Positive",4
"Positive",0.189988255816341,"Positive",2
"Positive",0.223705420281334,"Positive",3
"Positive",0.149128559504792,"Positive",2
"Positive",0.281433420225558,"Positive",3
"Positive",0.383068793829664,"Positive",4
"Positive",0.152858914949026,"Positive",2
"Positive",0.131665821323247,"Positive",1
"Positive",0.205733551943159,"Positive",2
"Positive",0.191534757865189,"Positive",2
"Positive",0.261988609840142,"Positive",3
"Positive",0.174499098743015,"Positive",2
"Positive",0.120080601556771,"Positive",1
"Positive",0.115445035454333,"Positive",1
"Positive",0.152298741338061,"Positive",2
"Positive",0.115445035454333,"Positive",1
"Positive",0.142029895175353,"Positive",1
"Positive",0.142792672474689,"Positive",1
"Positive",0.133522300651558,"Positive",1
"Positive",0.130823318541151,"Positive",1
"Positive",0.0621660700921534,"Positive",1
"Positive",0.0716780810444217,"Positive",1
"Positive",0.0837092060957788,"Positive",1
"Positive",0.0665517551745366,"Positive",1
"Positive",0.109301096605755,"Positive",1
"Positive",0.111750288245297,"Positive",1
"Positive",0.19257499755368,"Positive",2
"Positive",0.167427046664075,"Positive",2
"Positive",0.146591213149582,"Positive",2
"Positive",0.260137820972917,"Positive",3
"Positive",0.316914044030322,"Positive",4
"Positive",0.35338163132947,"Positive",4
"Positive",0.260494611959363,"Positive",3
"Positive",0.214302995617791,"Positive",2
"Positive",0.314875870323554,"Positive",4
"Positive",0.332904088393836,"Positive",4
"Positive",0.151067323994579,"Positive",2
"Positive",0.235073321836202,"Positive",3
"Positive",0.28402903858689,"Positive",3
"Positive",0.146714609574271,"Positive",2
"Positive",0.134117788566341,"Positive",1
"Positive",0.302859698795058,"Positive",4
"Positive",0.171023082007846,"Positive",2
"Positive",0.258928544899053,"Positive",3
"Positive",0.198026975067073,"Positive",2
"Positive",0.244696025942913,"Positive",3
"Positive",0.334679781891538,"Positive",4
"Positive",0.421657466547481,"Positive",4
"Positive",0.43512117565002,"Positive",4
"Positive",0.0866626405251063,"Positive",1
"Positive",0.28302160875811,"Positive",3
"Positive",0.267470026718206,"Positive",3
"Positive",0.271604552926159,"Positive",3
"Positive",0.209404551686102,"Positive",2
"Positive",0.132043148616844,"Positive",1
"Positive",0.132043148616844,"Positive",1
"Positive",0.132043148616844,"Positive",1
"Positive",0.116573331488584,"Positive",1
"Positive",0.132043148616844,"Positive",1
"Positive",0.16485958640217,"Positive",2
"Positive",0.132043148616844,"Positive",1
"Positive",0.225637881213908,"Positive",3
"Positive",0.301995002096508,"Positive",4
"Positive",0.311567929960141,"Positive",4
"Positive",0.197767893544789,"Positive",2
"Positive",0.2119181499544,"Positive",2
"Positive",0.233146662977168,"Positive",3
"Positive",0.263776408448533,"Positive",3
"Positive",0.246460033246467,"Positive",3
"Positive",0.282788992655698,"Positive",3
"Positive",0.282788992655698,"Positive",3
"Positive",0.248616480105428,"Positive",3
"Positive",0.276554760848361,"Positive",3
"Positive",0.26532772036688,"Positive",3
"Positive",0.24993395521851,"Positive",3
"Positive",0.242857784210921,"Positive",3
"Positive",0.247402526260697,"Positive",3
"Positive",0.186737211592387,"Positive",2
"Positive",0.275712821648109,"Positive",3
"Positive",0.275712821648109,"Positive",3
"Positive",0.300295577211588,"Positive",4
"Positive",0.332748150467177,"Positive",4
"Positive",0.343755386839539,"Positive",4
"Positive",0.351737132220838,"Positive",4
"Positive",0.334375002599874,"Positive",4
"Positive",0.177844963421321,"Positive",2
"Positive",0.34177569899038,"Positive",4
"Positive",0.333826953423639,"Positive",4
"Positive",0.353897142890888,"Positive",4
"Positive",0.167427046664075,"Positive",2
"Positive",0.253074804672374,"Positive",3
"Positive",0.308597835507054,"Positive",4
"Positive",0.15755709031945,"Positive",2
"Positive",0.16485958640217,"Positive",2
"Positive",0.211486820950126,"Positive",2
"Positive",0.171379755827301,"Positive",2
"Positive",0.27502384114382,"Positive",3
"Positive",0.142682722893873,"Positive",1
"Positive",0.178274165828538,"Positive",2
"Positive",0.248477688150312,"Positive",3
"Positive",0.110035957180703,"Positive",1
"Positive",0.261588034581449,"Positive",3
"Positive",0.356658579413124,"Positive",4
"Negative",0.391300112453153,"Positive",4
"Positive",0.267393598680643,"Positive",3
"Positive",0.196392991745385,"Positive",2
"Positive",0.202715613543918,"Positive",2
"Positive",0.147223006362096,"Positive",2
"Positive",0.197378545162785,"Positive",2
"Positive",0.15098012237419,"Positive",2
"Positive",0.209971111404439,"Positive",2
"Positive",0.181140096046484,"Positive",2
"Positive",0.162773025000367,"Positive",2
"Positive",0.241680036508244,"Positive",3
"Positive",0.328120636993819,"Positive",4
"Positive",0.180611484703031,"Positive",2
"Positive",0.196574298957008,"Positive",2
"Positive",0.173158416556513,"Positive",2
"Positive",0.0146460558111676,"Positive",1
"Positive",0.14287938164286,"Positive",1
"Positive",0.1043093133621,"Positive",1
"Positive",0.27652938919043,"Positive",3
"Positive",0.168625641461654,"Positive",2
"Negative",0.303221966401376,"Positive",4
"Positive",0.2440831838033,"Positive",3
"Positive",0.310107049303214,"Positive",4
"Positive",0.233559086993591,"Positive",3
"Positive",0.290068946949521,"Positive",4
"Positive",0.182964353756594,"Positive",2
"Positive",0.18145621975252,"Positive",2
"Positive",0.105634518893475,"Positive",1
"Positive",0.033010787154211,"Positive",1
"Positive",0.127113553711113,"Positive",1
"Positive",0.213568713446058,"Positive",2
"Positive",0.203625831910601,"Positive",2
"Positive",0.261380366480342,"Positive",3
"Positive",0.229003152509218,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.0910642404254098,"Positive",1
"Positive",0.220071914361407,"Positive",3
"Positive",0.242351584854061,"Positive",3
"Positive",0.283438475031623,"Positive",3
"Positive",0.42144557273606,"Positive",4
"Positive",0.355966637785727,"Positive",4
"Positive",0.249625173752623,"Positive",3
"Positive",0.309057559926086,"Positive",4
"Positive",0.275755456637348,"Positive",3
"Positive",0.278051660129518,"Positive",3
"Positive",0.195837145621561,"Positive",2
"Positive",0.256254382320918,"Positive",3
"Positive",0.315258753532753,"Positive",4
"Positive",0.295327748043317,"Positive",4
"Positive",0.302201010012987,"Positive",4
"Positive",0.320045692980429,"Positive",4
"Positive",0.257973134283155,"Positive",3
"Positive",0.0787514693285641,"Positive",1
"Positive",0.0951695379454376,"Positive",1
"Positive",0.0863820567109923,"Positive",1
"Positive",0.194284305364632,"Positive",2
"Positive",0.253580407600297,"Positive",3
"Positive",0.257189449419751,"Positive",3
"Positive",0,"Positive",1
"Positive",0.0880287657445628,"Positive",1
"Positive",0.234434941152667,"Positive",3
"Positive",0.290654364424673,"Positive",4
"Positive",0.347458086655495,"Positive",4
"Positive",0.238248672525528,"Positive",3
"Positive",0.430057777314893,"Positive",4
"Positive",0.285000026738104,"Positive",3
"Positive",0.134974056062908,"Positive",1
"Positive",0.233881453423513,"Positive",3
"Positive",0.336581728693371,"Positive",4
"Positive",0.0406286611128751,"Positive",1
"Positive",0.243771966677251,"Positive",3
"Positive",0.078239254930193,"Positive",1
"Positive",0.244202526406099,"Positive",3
"Positive",0.300503142927721,"Positive",4
"Positive",0.348318998662054,"Positive",4
"Positive",0.203143305564376,"Positive",2
"Positive",0.203143305564376,"Positive",2
"Positive",0.501277082163735,"Positive",4
"Positive",0.495153803886368,"Positive",4
"Positive",0.120039226015313,"Positive",1
"Positive",0.120039226015313,"Positive",1
"Positive",0.137614188484203,"Positive",1
"Positive",0.320322972547523,"Positive",4
"Positive",0.138992788017731,"Positive",1
"Positive",0.180349355475258,"Positive",2
"Positive",0.111194230414185,"Positive",1
"Positive",0.134223309561782,"Positive",1
"Positive",0.148952131673861,"Positive",2
"Positive",0.282152024621999,"Positive",3
"Positive",0.22882274983746,"Positive",3
"Positive",0.183708464877499,"Positive",2
"Positive",0.188302460500678,"Positive",2
"Positive",0.213675739504181,"Positive",2
"Positive",0.177067155046975,"Positive",2
"Positive",0.175910918057204,"Positive",2
"Positive",0.133981452918884,"Positive",1
"Positive",0.184378699699489,"Positive",2
"Positive",0.243295476585865,"Positive",3
"Positive",0.188633069452635,"Positive",2
"Positive",0.188633069452635,"Positive",2
"Positive",0,"Positive",1
"Positive",0.234743375318834,"Positive",3
"Positive",0.293429219148543,"Positive",4
"Positive",0.267948218074054,"Positive",3
"Positive",0.146563538080078,"Positive",1
"Positive",0.223816727162777,"Positive",3
"Positive",0.20381086061697,"Positive",2
"Positive",0.18350120084787,"Positive",2
"Positive",0.216565127258203,"Positive",2
"Positive",0.155197392284405,"Positive",2
"Positive",0.226928397995184,"Positive",3
"Positive",0.515441827545476,"Positive",4
"Positive",0.0681864062033909,"Positive",1
"Positive",0.207527478375977,"Positive",2
"Positive",0.16087785460364,"Positive",2
"Positive",0.257111884451556,"Positive",3
"Positive",0.292365513998916,"Positive",4
"Positive",0.280747611094445,"Positive",3
"Positive",0.0636387557354325,"Positive",1
"Positive",0.0939262017774721,"Positive",1
"Positive",0.190414203258982,"Positive",2
"Positive",0.0545514194698241,"Positive",1
"Positive",0.0670535006086959,"Positive",1
"Positive",0.0617669571176748,"Positive",1
"Positive",0.0619550133115672,"Positive",1
"Positive",0.203917936492701,"Positive",2
"Positive",0.20043605998037,"Positive",2
"Positive",0.0812573222257503,"Positive",1
"Positive",0.254998858431566,"Positive",3
"Positive",0.327197542164825,"Positive",4
"Positive",0.0918561033856307,"Positive",1
"Positive",0.28767840555802,"Positive",4
"Positive",0.0319867751322717,"Positive",1
"Positive",0.108030403343272,"Positive",1
"Positive",0.284940149751096,"Positive",3
"Positive",0.274212724125992,"Positive",3
"Positive",0.111406005271908,"Positive",1
"Positive",0.617786631844289,"Positive",4
"Positive",0.408523163734535,"Positive",4
"Positive",0.301805765335735,"Positive",4
"Positive",0.414490841343065,"Positive",4
"Positive",0.29269853217525,"Positive",4
"Positive",0.386713467664793,"Positive",4
"Positive",0.251369574218021,"Positive",3
"Positive",0.282220794428043,"Positive",3
"Positive",0.078239254930193,"Positive",1
"Positive",0.405678509169874,"Positive",4
"Positive",0.153469597260442,"Positive",2
"Positive",0.189948155157633,"Positive",2
"Positive",0.0836247836513063,"Positive",1
"Positive",0.138856651124766,"Positive",1
"Positive",0.0146460558111676,"Positive",1
"Positive",0.0146460558111676,"Positive",1
"Positive",0.322376609315075,"Positive",4
"Positive",0.26140337483173,"Positive",3
"Positive",0.310225576730987,"Positive",4
"Positive",0.108150517617709,"Positive",1
"Positive",0,"Positive",1
"Positive",0.164150523052579,"Positive",2
"Positive",0.188633069452635,"Positive",2
"Positive",0.272401973110069,"Positive",3
"Positive",0.30653001056014,"Positive",4
"Positive",0.295189169108241,"Positive",4
"Positive",0.40563250405927,"Positive",4
"Positive",0.238048152111614,"Positive",3
"Positive",0.270259161022136,"Positive",3
"Positive",0.216573286496038,"Positive",2
"Positive",0.159100396421032,"Positive",2
"Positive",0.219690837167514,"Positive",3
"Positive",0.208480727305011,"Positive",2
"Positive",0.267328031030939,"Positive",3
"Positive",0.199297113712705,"Positive",2
"Positive",0.133301345356665,"Positive",1
"Positive",0.116514482669968,"Positive",1
"Positive",0.224006491901334,"Positive",3
"Positive",0.236801190472402,"Positive",3
"Positive",0.233849271516834,"Positive",3
"Positive",0.345465781376791,"Positive",4
"Positive",0.176788250261045,"Positive",2
"Positive",0.197764030976786,"Positive",2
"Positive",0.223017807503528,"Positive",3
"Positive",0.0961276055863795,"Positive",1
"Positive",0.0904408013288736,"Positive",1
"Positive",0.140955224139397,"Positive",1
"Positive",0.154110558824926,"Positive",2
"Positive",0.260487803785465,"Positive",3
"Positive",0.208418188375656,"Positive",2
"Positive",0.439007218638678,"Positive",4
"Positive",0.29019127687937,"Positive",4
"Positive",0.136187688703375,"Positive",1
"Positive",0.224549964889678,"Positive",3
"Positive",0.275805745121676,"Positive",3
"Positive",0.275482484581496,"Positive",3
"Positive",0.315198644919237,"Positive",4
"Positive",0.217378562484411,"Positive",2
"Positive",0.427361154537318,"Positive",4
"Positive",0.232860107388204,"Positive",3
"Positive",0.184481197202184,"Positive",2
"Positive",0.165564754078582,"Positive",2
"Positive",0.293429219148543,"Positive",4
"Positive",0.119440166962052,"Positive",1
"Positive",0.129218576854346,"Positive",1
"Positive",0.493449760096955,"Positive",4
"Positive",0.446257424471052,"Positive",4
"Positive",0.127219598203217,"Positive",1
"Positive",0.209584053821172,"Positive",2
"Positive",0.223252703815302,"Positive",3
"Positive",0.29076232147329,"Positive",4
"Positive",0.148855724887348,"Positive",2
"Positive",0.236448869925116,"Positive",3
"Positive",0.244598159366494,"Positive",3
"Positive",0.187790465959191,"Positive",2
"Positive",0.18982347062375,"Positive",2
"Positive",0.140922801131898,"Positive",1
"Positive",0.143414798749176,"Positive",1
"Positive",0.388188318378144,"Positive",4
"Positive",0.22596515057057,"Positive",3
"Positive",0.22596515057057,"Positive",3
"Positive",0.0958044386401755,"Positive",1
"Positive",0.108477916701727,"Positive",1
"Positive",0.250836651355764,"Positive",3
"Positive",0.231899925037729,"Positive",3
"Positive",0.205227698409415,"Positive",2
"Positive",0.21801533992172,"Positive",2
"Positive",0.295191594571228,"Positive",4
"Positive",0.29414558030975,"Positive",4
"Positive",0.155344880725699,"Positive",2
"Positive",0.287180023954491,"Positive",3
"Positive",0.303983469953393,"Positive",4
"Positive",0.275492788368621,"Positive",3
"Positive",0.187735158911715,"Positive",2
"Positive",0.290582381123476,"Positive",4
"Positive",0.243137884069076,"Positive",3
"Positive",0.267342950904837,"Positive",3
"Positive",0.184987527115438,"Positive",2
"Positive",0.159665862577822,"Positive",2
"Positive",0.218309359347815,"Positive",3
"Positive",0.319990616594851,"Positive",4
"Positive",0.347112049243138,"Positive",4
"Positive",0.683477110781761,"Positive",4
"Positive",0.219469119920925,"Positive",3
"Positive",0.187564002179918,"Positive",2
"Positive",0.05704624635606,"Positive",1
"Positive",0.0570462463560599,"Positive",1
"Positive",0.936471639571126,"Positive",4
"Positive",0.812832626709251,"Positive",4
"Positive",0.244803805689641,"Positive",3
"Positive",0.317752779886526,"Positive",4
"Positive",0.133300702413195,"Positive",1
"Positive",0.435180555379921,"Positive",4
"Positive",0.310488669189447,"Positive",4
"Positive",0.415160906387246,"Positive",4
"Positive",0.10322829945246,"Positive",1
"Positive",0.364984179305992,"Positive",4
"Positive",0.322460258557826,"Positive",4
"Positive",0.249643276013925,"Positive",3
"Positive",0.277198266212898,"Positive",3
"Positive",0.286048039737559,"Positive",3
"Positive",0.254744428832982,"Positive",3
"Positive",0.267577931756627,"Positive",3
"Positive",0.607619979979897,"Positive",4
"Positive",0.256791307553119,"Positive",3
"Positive",0.164466801596162,"Positive",2
"Positive",0.258683836337793,"Positive",3
"Positive",0.184754721748119,"Positive",2
"Positive",0.319588959406537,"Positive",4
"Positive",0.126146339443853,"Positive",1
"Positive",0.212674356499013,"Positive",2
"Positive",0.238854843787137,"Positive",3
"Positive",0.257068488401784,"Positive",3
"Positive",0.237235270497244,"Positive",3
"Positive",0.256146613238056,"Positive",3
"Positive",0.443985561243223,"Positive",4
"Positive",0.426643036309235,"Positive",4
"Positive",0.256559462447756,"Positive",3
"Positive",0.331607345281472,"Positive",4
"Positive",0.254942932928441,"Positive",3
"Positive",0.238721189635316,"Positive",3
"Positive",0.284227704650268,"Positive",3
"Positive",0.168585708554172,"Positive",2
"Positive",0.225034000366502,"Positive",3
"Positive",0.260153251359793,"Positive",3
"Positive",0.151666580142737,"Positive",2
"Positive",0.113056920368963,"Positive",1
"Positive",0.230310520186747,"Positive",3
"Positive",0.36143793239789,"Positive",4
"Positive",0.0736053332711057,"Positive",1
"Positive",0.366628339555298,"Positive",4
"Positive",0.293429219148543,"Positive",4
"Positive",0.31655970244705,"Positive",4
"Positive",0.445972201193718,"Positive",4
"Positive",0.327922265607487,"Positive",4
"Positive",0.390038043756394,"Positive",4
"Positive",0.366804626794812,"Positive",4
"Positive",0.252756117615536,"Positive",3
"Positive",0.195331554441421,"Positive",2
"Positive",0.23824909027174,"Positive",3
"Positive",0,"Positive",1
"Positive",0.110758648987729,"Positive",1
"Positive",0.328649162644772,"Positive",4
"Positive",0.433821776371949,"Positive",4
"Positive",0.427214004524731,"Positive",4
"Positive",0.19064261494927,"Positive",2
"Positive",0.348205636793525,"Positive",4
"Negative",0.483885228715374,"Positive",4
"Positive",0.203862081068086,"Positive",2
"Positive",0.135807484106817,"Positive",1
"Positive",0.0960313808122503,"Positive",1
"Positive",0.0960313808122503,"Positive",1
"Positive",0.364785840434104,"Positive",4
"Positive",0.0812573222257503,"Positive",1
"Positive",0.250757576768161,"Positive",3
"Positive",0.105634518893475,"Positive",1
"Positive",0.120167545874625,"Positive",1
"Positive",0.105634518893475,"Positive",1
"Positive",0.0845076151147802,"Positive",1
"Positive",0.340194893364575,"Positive",4
"Positive",0.323299417396681,"Positive",4
"Positive",0.128281423235247,"Positive",1
"Positive",0.314539154068674,"Positive",4
"Positive",0.252882695785638,"Positive",3
"Positive",0.486534756715828,"Positive",4
"Positive",0.313311574491119,"Positive",4
"Positive",0.316261261691414,"Positive",4
"Positive",0.219209114118046,"Positive",3
"Positive",0.276338763305409,"Positive",3
"Positive",0.367303415624135,"Positive",4
"Positive",0.290088070650559,"Positive",4
"Positive",0.157610055612198,"Positive",2
